Unnamed: 0,product,narrative
15,mortgages_and_loans,current loan provident funding applied refinance provident funding variable interest rate went loan applied refinance downpayment reduce depth also monthly payment locked interest rate day current payment going approximately provided income debt information provident funding provident funding play game interest rate arm went provided every information suspended loan application able reach mortgage broker always get voicemail responded email underwriter approving due ratio
16,mortgages_and_loans,current loan got deferment paid back credit history yet lost job due covid therefore asking original bank ally lower rate allow lower payment every bank offering applied full page document today still reply called time portal representative tell use work call get told need one piece documentation time refuse allow speak even email underwriter yet applying original mortgage one dedicated rep could communicate rep told yes document would word within day waited till called told go website told work read underwriter note documentation old would start
17,mortgages_and_loans,closed mortgage dovenmuhle mortgage paid full significant remaining balance escrow account waited refund check never arrived called dovenmuhle said sure check sent promised send waiting customary week processing business day delivery waited called back check never sent said could update new address phone email signed document asking updated mailing address asked wait day call back check asked overnighted agreed called initially said never received email resent two different email address eventually said found sure original attempt asked overnighted rep said needed manager approval meeting said call back manager called back left message saying check would processed within week mailed called back told way overnight asked manager put hold minute called back go entire thing asking manager put hold minute went automated survey disconnected waaaayyyy past day window refund escrow fund entire process unacceptable illegally hold money like
18,mortgages_and_loans,contacted bank america boa mortgage customer service number spoke representative discussed covid assistance option verifying account stated one option deferment agreed enter deferment stated month missed payment would added end current instructed watch mail written correspondence arrangement also would receive phone call mortgage department update covid need closer end deferment period xxxxxxxx received call mortgage division stated eligible deferment entered explained never agreed forbearance fact option discussed deferment entered representative wrote ceo boa received email resolution specialist called returned call call acknowledged incorrect information provided initial covid assistance call state fha offer option discussed option communicated option favorable place household financial bind restated offered deferment forbearance loan communicated option disclosed still would opted forbearance mortgage expressed planned escalate complaint felt bait switch situation question guideline call never mentioned anything loan type affecting coivd option state boa control must follow fha loan guideline plan touch based either friday early following week contacted fha resource line spoke state boa fha provides loan guideline hud website http tell mortgage holder contact mortgage company servicer yet providing false information impact finance million american
19,credit_reporting,xxxxxxxx credit card year disputed charge vendor xxxxxxxx said reversed charge pay charged late fee interest paying statement amount xxxxxxxx reversed late fee incident showing credit report late payment closed account year never paid late underpaid amount owed mostly kept balance
20,credit_reporting,xxxxxxxx credit card year disputed charge vendor xxxxxxxx said reversed charge pay xxxxxxxx charged late fee interest paying statement amount xxxxxxxx reversed late fee incident showing credit report late payment closed account year never paid late underpaid amount owed mostly kept balance
21,credit_reporting,error transunion credit report file number date issued score three error corrected one error working one error getting information error high balance credit limit disputed error transunion without result error transunion without result went step bank say highest balance please ask transunion fix write anymore letter spend anymore time hold telephone
22,mortgages_and_loans,converted lease vehicle three month lease end date sale dealer accepted deal including tax remaining payment existing lease deal work try convert lease vehicle sale office provide quote based current payoff amount car agreed bought vehicle problem sale manager dealer failed pay payment current lease instead paid two payment saying contract written manner checked contract paper nowhere mentioned converting lease vehicle new also financial document say current payoff amount much dealer agreed pay existing lease initially paid two payment ask benz financial service remove turn fee extra mileage called multiple remove well felt cheated deal providing proper information one payment need pay financial company also car sold used car knowledge
23,mortgages_and_loans,made extra payment may loan principal payment applied principal several extra payment automatically allocated late fee ally electronic payment system automatically allocates fund first payment second outstanding fee third principal ally policy state customer may request payment fund applied principal called emailed ally first time occurred stated would like payment allocated principal chose paying principal faster allows le interest finance charge time called ally would reallocated portion amount late fee principal process would also take long reallocation would cross another payment would call get payment allocated late fee principal ally would allocate le amount allocated stand ally applied account fund removed late fee reallocated account
24,mortgages_and_loans,originally reached well fargo apply refinancing mortgage currently hold submitted application paid upfront fee applied survey documentation paperwork completed loan submitted approval final decision forthcoming within week notified loan rejected due debt income ratio better credit score last approved le year ago since eliminated different monthly mortgage payment would reduce current mortgage year year p l reflects higher income current apr would reduced thank help
25,debt_collection,purchased laptop laptop damaged turned repair center full replacement insurance conns issued replacement laptop full warranty conns reported credit possessed laptop charged laptop contract since fighting get laptop possession conns credit report conns refused conns lied added additional contract agree another contract paperwork contract contract exact product contract unit charged laptop day conns settled matter sent collection settlement laptop possession conns laptop repair center never returned contract
26,mortgages_and_loans,trying close loan month provided income payment stub statement account tax form work employee also formally applied penfed loan number penfed asked provide proof precedence several deposit statement account deposit check one transfer account penfed asking provide invoice legal service rendered related check deposit registered account provide detail copy invoice provided service lawyer violate privilege none deposit exceed reported paid tax professional service rendered believe penfed going beyond needed evaluate income payment capacity
27,credit_reporting,got multiple account denial citing lexisnexis report ordering nexislexis report since never received copy disclosure recently month requested report paper application form submitted following inquiry lexis nexis informed mailed link download file however never received document consistent experience lexis nexis never received anything followed lexis nexis refused look file customer service agent constantly put inquiry loop request followed never sent paper work lexisnexis ignored complaint cold without consumer report right information violated severely company ca even get bank account us lexisnexis system
28,mortgages_and_loans,key bank covid ny heard stating day mortgage exempting people mortgage payment adjusting mortgage include payment back end measure reassessed end period said decided look mortgage holder key bank due loss work covid spoke representative stated would freeze interest would still accumulate month wouldnt late fee damage credit score individual went state month would tacked end mortgage term great news decided opt rep went state would send something mail pay attention system generating mailer notification something special freeze key bank received mailer decided open completely different info rep told thing writing v phone convo decided contact key bank assured rep told phone guy spoke told forbearance extension would expect month pay lump sum month missed told told something completely different first rep asked expect people need freeze pay everything one lump right freeze program best interest customer help unprecedented time lead believe finding werent freezing three month tacking end mortgage term told first rep asked removed program go back paying mortgage hardship loss work lack opportunity field due social distancing restriction ny state key bank doesnt customer best interest number sad heard bank extension online message board wanted bring cfpbs attention also reached governor people could really use extension hard time sad key bank doesnt really care truly help customer http
29,mortgages_and_loans,loan origination first continental mortgage company principal interest payment filed loan modification trial period principal interest tax hazard insurance paid trial payment subsequently approved loan modification new payment term changed year year property tax paid approved loan modification payment principal interest property tax hazard insurance made timely payment received letter property tax increased fact property tax increase county school tax record show property tax almost since house purchased first continental mortgage ignored information insisted increase first continental mortgage increased mortgage payment refunded escrow inquired refund stated property tax paid overage per law could keep amount escrow account said could put back ask another escrow analysis try reduce payment decided use money help assist monthly payment received notification mud tax department property tax delinquent logged account see total paid property tax indicating tax paid reached first continental mortgage informed delinquent notice expressed penalized mistake made paid delinquent tax bill escrow account opposed taking accountability error company absorbing cost received escrow analysis stating payment starting would unethical loan company increase mortgage payment manner someone experiencing constantly expressing financial hardship increase created challenge constraint meeting financial obligation severely impacted long history outstanding credit going span two year one income child financial responsibility reflect first continental mortgage responding ethically financial hardship loan modification year paying twice much origination loan highway robbery unethical illegal without refund mistakenly gave detestable threatens ability child home
30,credit_reporting,name last four s account number writing dispute late payment reported impacted covid virus hospital long time lost job spoke advised payment deferred get credit alert reported past due violation care act late payment need removed pay account full correct credit report remove erroinious late fee told provided protection care act failed adhere offered one called received written notice term deferred plan rely rep told thought protected need make right comply care act fix credit reporting remove late fee call done account negative told going forebarace would put account credit limit illegal credit ruined udapp violation care act violation
31,credit_reporting,name last four s account number writing dispute late payment reported impacted hospital long time lost job spoke advised payment deferred get credit alert reported past due violation care act late payment need removed pay account full correct credit report remove erroinious late fee told provided protection care act failed adhere offered one called received written notice term deferred plan rely rep told thought protected need make right comply care act fix credit reporting remove late fee call done account negative told going forebarace would put account credit limit illegal credit ruined udapp violation care act violation
32,credit_reporting,name last four s account number writing dispute late payment reported impacted hospital long time lost job spoke advised payment deferred get credit alert reported past due violation care act late payment need removed pay account full correct credit report remove erroinious late fee told provided protection care act failed adhere offered one called received written notice term deferred plan rely rep told thought protected need make right comply care act fix credit reporting remove late fee call done account negative told going forebarace would put account credit limit illegal credit ruined udapp violation care act violation
33,credit_reporting,name last four s xxxxmy account number writing dispute late payment reported kohl impacted hospital long time lost job spoke kohl advised payment deferred get credit alert reported past due violation care act late payment need removed pay account full correct credit report remove erroinious late fee told provided protection care act failed adhere offered one called kohl received written notice term deferred plan rely rep told thought protected kohl need make right comply care act fix credit reporting remove late fee call done account negative told going forebarace would put account credit limit illegal credit ruined udapp violation care act violation
34,retail_banking,negative transfer loading transaction detail paypal negative transfer paid balance transaction id seller info paypal note usd paypal posting date payment paypal paypal damage caused acceptable use policy violation
35,retail_banking,check issued company mother mother passed away soon thereafter power attorney deposited check electronically bank america checking account day died check cleared bank issuing company several day later also bank america account mother bank account locked bank america date death successor trust account established lengthy difficult process due covid restriction late bank america transferred balance fund mom original account new trust account amount transferred short exactly amount electronic deposit next several month spent many hour phone bank america refused provide information deposit refused investigate refused provide avenue resolving matter short going court compel cooperation check issuer provided electronic copy cancelled check proving fund withdrawn bank america account seeking return fund bank america fraudulently removed mother checking account reimbursement many hour spent attempting retrieve fund bank
36,retail_banking,sent message via secure message home banking chase bank asking process close account never asked effectively close account wanted know process evaluating changing another bank message chase inbox screenshots case tried access account va online banking account fund found chase employee answered message saying account closed sent check fund address never said wich address exactly also cancel possible transaction debit card contacted inmediately via secure inbox asked said mistake asked money saying really need never asked effectively close account also sent screenshot read asking process never gave consent closing bank account chase product answered saying sorry mistake sent check amount account address said exactly wich address also told like live check could arrive week answered inmediatly said mistake first place never asked gave consent closing account live chase branch wo even able turn check cash btw quaratine due asked repeteadly give real solution offer transfer money another account even activate account money could transfer another bank account answered saying check delivered take week arrive etc never gave real solution even recognize mistake close account money know sent check check arrives wo able turn cash chase branch live cuarantine due replied explaining situation also tried contact chase via see angry message http page answer please want money back transfer bank account give chase bank really need money ca wait week check wo able use chase employee made mistake thank advance helping solve soon possible regard
37,debt_collection,went store wife buy salesman offerred u special joing special buying special would install system free would pay basic service considered young son watch cartoon basic service watch premium service explained first bill would reflect fee totaling pay would rebated service would thereafter installed system first bill received almost twice agreed upon called dispute sitting hold hour waiting various people help apologized said would corrected next bill next bill came also twice represented called dispute sat hold hour point said could discus account delinquent paid amount month told amount would corrected next bill next bill came even higher called complain sat hold hour told would escalated corrected told could correct constant billing error take back equipment cancel service apologized profusely assured time would corrected never next bill came like others twice represented sat hold hour told could discus account delinquent paid amount month told amount would corrected next bill next bill came finally month correct amount would last month next one came double back xxxxmonth past due new regular monthly job waiting hold hour time feeling like straight defrauded shaken every month needing multiple long call contacted speak manager defrauded filled dispute form told could help contract actually division especially need contact contacted told exact opposite phone call hour plus phone call disconnected transferred hung afte waiting ended told could help call given final notice service would terminated owed double charged double paying almost year point called another call told come pick equipment defrauded want service anymore said would send someone pick equipment usual never said one showed disconnected service said owed somehow day later bank checked credit shock showed collection defrauded also ruined credit
38,credit_reporting,entered settlement agreement behalf client credit card issuer american express see attached letter paid settlement amount full received notification american express account settled full see attached letter amount settlement withdrawn bank account via american express see attached bank statement american express sent letter account settled full additional charge due see attached letter american express sent amount debt discharged irs see attached form american express still reporting credit bureau delinquent account still owed discharged amount lodged dispute denied see dispute attached point time paid american express month ago yet still report owing deliquent thus affecting credit
39,credit_reporting,entered settlement agreement behalf client credit card issuer see attached letter paid settlement amount full received notification account settled full see attached letter amount settlement withdrawn bank account via see attached bank statement sent letter account settled full additional charge due see attached letter sent amount debt discharged irs see attached form still reporting credit bureau delinquent account still owed discharged amount lodged dispute denied see dispute attached point time paid month ago yet still report owing deliquent thus affecting credit
40,credit_reporting,entered settlement agreement behalf client credit card issuer see attached letter paid settlement amount full received notification account settled full see attached letter amount settlement withdrawn bank account via see attached bank statement sent letter account settled full additional charge due see attached letter sent amount debt discharged irs see attached form still reporting credit bureau delinquent account still owed amount lodged dispute denied see dispute attached point time paid month ago yet still report owing deliquent thus affecting credit
41,credit_reporting,entered settlement agreement behalf client credit card issuer see attached letter paid settlement amount full received notification account settled full see attached letter amount settlement withdrawn bank account via see attached bank statement sent letter account settled full additional charge due see attached letter sent amount debt discharged irs see attached form still reporting credit bureau delinquent account still owed discharged amount lodged dispute equifax denied see dispute attached point time paid month ago yet still report owing deliquent thus affecting credit
42,credit_reporting,open account acct opened balance account acct opened balance account closed account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account
43,credit_reporting,open account acct opened balance account acct opened balance account closed account acct opened balance account acct opened balance account acct opened balance account xxxxxxxx xxxxxxxx acct opened balance account xxxxxxxx acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account
44,credit_reporting,open account acct opened balance account acct opened balance account closed account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account acct opened balance account
45,retail_banking,original message sent bank subject general account question hello wanted know met condition bank bonus account thanks help original message sent subject general account question dear thank cash bonus inquiry showing promotional code added mychoice plus checking interest account review promotion show special promotion offer person receiving promotion qualified bonus result unable offer promotion apologize misunderstanding copy promotion name address please bring branch additional question please email contact telephone banking center representative available monday friday saturday sunday et thank banking original message sent bank subject general account question hello thanks prompt response applied account targeted language application bonus option open branch promotion code application entered zip code condition listed open mychoice plus premium checking account receive sign bonus set qualifying direct deposit within day account opening promo code link application page used http please double check information end check supervisor thanks attention matter customer servicetoxxxx subjectre general account questionmessagedear thank reply promotional offer direct mail email bank must name listed show name direct mailing email offered offer therefore unable offer promotion apologize misunderstanding additional question please email contact telephone banking center representative available monday friday saturday sunday et thank banking original message sent bank subject general account question please open link read information opened account http condition offer make mention direct mailing etc please show information missing something code attached application automatically added filled information original message sent subject general account question dear thank cash bonus inquiry unfortunately due security concern unable open access link included email understand frustration caused however necessary visit local branch assistance cash bonus request additional question please email contact telephone banking center representative available monday friday saturday sunday et thank banking original message sent bank subject general account question link website honestly http filing complaint consumer financial protection bureau customer servicetoxxxx subjectre general account questionmessagedear thank cash bonus inquiry forwarded message appropriate area review expect response concern shortly thank banking correspondence acknowledgement email office president viaxxxx action dear valued customer wed like confirm received correspondence currently researching concern appropriate area please know respond concern writing sending secure address contacting phone additionally part research resolution might need contact question meantime feel free reply call u sincerely voice customer htoweb replysubjectre general account questionmessagehello month since last communication regarding issue heard outcome review appropriate area please let know would like proceed sent tuesday office president cc subject correspondence acknowledgement email external email use caution trust source clicking link opening attachment dear office president bank almost month since last communication heard anything hoping could resolved without letter consumer financial protection bureau please let know would like proceed copy communication one customer service representative including link website original condition checking account bonus hello thanks prompt response applied account targeted language application bonus option open branch promotion code application entered zip code condition listed open mychoice plus premium checking account receive sign bonus set qualifying direct deposit within day account opening promo code link application page used http please double check information end check supervisor thank customer servicetoxxxx subjectre general account questionmessage dear thank reply regarding cash bonus inquiry please assured forwarded reply appropriate area review thank banking
46,debt_collection,signed lease company called illinois end lease charged moving outstanding balance sent requesting proof damage documentation fee heard reply month later receive notification account collection item never received phone call mail collection agency called collection agency kept putting hold hanging moving date realty company notification
